image_key,image_id_x,dataset_x,sha256,perceptual_hash,image_id_y,dataset_y,image_path,processed_path,model_split,manual_decision,action
eyepacs__9844856a148d3add,174_right,eyepacs,6c1783ad690bb249bfe70f64efe2d7ce0aaf77908ddeeab6343e2b4916ec7121,3070f8f8f8f87070,174_right,eyepacs,data/raw/eyepacs/data/174_right.jpeg,data/processed/images/eyepacs/eyepacs__9844856a148d3add.jpg,validation,not_reviewed,do_not_remove_automatically
eyepacs__61061db6c1ce02e7,41517_right,eyepacs,e4adb15bf62acd857231b3ef147febcfd965728a9d5cfa0c30ffc7d57d6c02d3,3070f8f8f8f87070,41517_right,eyepacs,data/raw/eyepacs/data/41517_right.jpeg,data/processed/images/eyepacs/eyepacs__61061db6c1ce02e7.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__7bdf0eeed240ee58,155_right,eyepacs,9975a885f2180fd1bfa6953fd107e857dbeed72415986d56e7e8caa5000556ca,3070f8f8f8f87070,155_right,eyepacs,data/raw/eyepacs/data/155_right.jpeg,data/processed/images/eyepacs/eyepacs__7bdf0eeed240ee58.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__10cb07af243c292f,16011_right,eyepacs,e65da918e58db6f4108b4aabe8db4b193958c05f5c2e2cad31ee6354861544be,3070f8f8f8f87070,16011_right,eyepacs,data/raw/eyepacs/data/16011_right.jpeg,data/processed/images/eyepacs/eyepacs__10cb07af243c292f.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__2fbe5dcfaf2979f5,15459_right,eyepacs,65431b77a8e93901cf6fb2b3907b0a2f60c7feef5806783ba5e6c2034e0c617e,3070f8f8f8f87070,15459_right,eyepacs,data/raw/eyepacs/data/15459_right.jpeg,data/processed/images/eyepacs/eyepacs__2fbe5dcfaf2979f5.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__5a273ef975ade846,2500_right,eyepacs,798fe50beaefe2a7e5e4f79f5b9e15cd31c96ecdd87fd74477ce090dbd287acd,3070f8f8f8f87070,2500_right,eyepacs,data/raw/eyepacs/data/2500_right.jpeg,data/processed/images/eyepacs/eyepacs__5a273ef975ade846.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__3c7604969c0f8b98,43047_right,eyepacs,537a22527c7eac9ae8d61768a499bc245ca1a6dc3599b1fca4d300806fb1cb14,3070f8f8f8f87070,43047_right,eyepacs,data/raw/eyepacs/data/43047_right.jpeg,data/processed/images/eyepacs/eyepacs__3c7604969c0f8b98.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__77d1eb5ca2373e78,15200_right,eyepacs,ac56e9b0e096a2c0951a49ee1857319ae60186eac18dd2a35ef61c33bfc777cd,3070f8f8f8f87070,15200_right,eyepacs,data/raw/eyepacs/data/15200_right.jpeg,data/processed/images/eyepacs/eyepacs__77d1eb5ca2373e78.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__68aa4c55ddd8d20f,39111_right,eyepacs,86e8d3fb1f539472674e4179757f0edb9fcb2f9bd5febfb1ad561de0df024559,3070f8f8f8f87070,39111_right,eyepacs,data/raw/eyepacs/data/39111_right.jpeg,data/processed/images/eyepacs/eyepacs__68aa4c55ddd8d20f.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__c178b651f8f0d1df,17612_right,eyepacs,d4cc16453a1bc3a6d08ba70cedb49d4d31d6146d289ec8635057cfb5072c4213,3070f8f8f8f87070,17612_right,eyepacs,data/raw/eyepacs/data/17612_right.jpeg,data/processed/images/eyepacs/eyepacs__c178b651f8f0d1df.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__fed1d91c7eacde05,15193_right,eyepacs,90009261cc225e90a52f97582e75560bb90c922b7f00d98734c9f213f190742f,3070f8f8f8f87070,15193_right,eyepacs,data/raw/eyepacs/data/15193_right.jpeg,data/processed/images/eyepacs/eyepacs__fed1d91c7eacde05.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__3f2de17910f9c803,1596_right,eyepacs,5564507f8d49d7fcaf179c78b3cf7f5619456525be74f72e201feedf83d3963e,3070f8f8f8f87070,1596_right,eyepacs,data/raw/eyepacs/data/1596_right.jpeg,data/processed/images/eyepacs/eyepacs__3f2de17910f9c803.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__d7ad52f6f0bd7491,15150_right,eyepacs,89671313a340d30abb17be6da1da7048b4a6c47020689e792789c9e066c815cb,3070f8f8f8f87070,15150_right,eyepacs,data/raw/eyepacs/data/15150_right.jpeg,data/processed/images/eyepacs/eyepacs__d7ad52f6f0bd7491.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__aea9a89d3394f993,37362_right,eyepacs,9d306338417846e56cb4baf146f981afdcff338961366cb2716569756ee60f05,3070f8f8f8f87070,37362_right,eyepacs,data/raw/eyepacs/data/37362_right.jpeg,data/processed/images/eyepacs/eyepacs__aea9a89d3394f993.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__e3f9fdfc848026ff,19410_right,eyepacs,7596e61cec81743bc007c618baff7443d9b45154a582e1ebe6e31a12e0c64335,3070f8f8f8f87070,19410_right,eyepacs,data/raw/eyepacs/data/19410_right.jpeg,data/processed/images/eyepacs/eyepacs__e3f9fdfc848026ff.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__781ffa90dcf40c9e,15807_right,eyepacs,c55451452a0ae0136d472b0246d2adf99577271faddca4076627ac8e6f943e98,3070f8f8f8f87070,15807_right,eyepacs,data/raw/eyepacs/data/15807_right.jpeg,data/processed/images/eyepacs/eyepacs__781ffa90dcf40c9e.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__e5e68e98910eb022,38409_right,eyepacs,121fe357125ed427e20b1bf12bd0b553f9e2876fee6ba09f2656441f89cd03cd,3070f8f8f8f87070,38409_right,eyepacs,data/raw/eyepacs/data/38409_right.jpeg,data/processed/images/eyepacs/eyepacs__e5e68e98910eb022.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__af964c773131ac5f,15061_right,eyepacs,329ec688ad651fc2e413064bcdef0abd26f6c3ffa884db0ce4e54adbc54a5e1a,3070f8f8f8f87070,15061_right,eyepacs,data/raw/eyepacs/data/15061_right.jpeg,data/processed/images/eyepacs/eyepacs__af964c773131ac5f.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__5dd7d17c36e5de75,28154_right,eyepacs,55680aaa2bb2622892af7915c290128f603f3c1161a38269d2a250e0c9e713ad,3070f8f8f8f87070,28154_right,eyepacs,data/raw/eyepacs/data/28154_right.jpeg,data/processed/images/eyepacs/eyepacs__5dd7d17c36e5de75.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__aecda64eadb02e4a,4200_right,eyepacs,3b600d6cd215c3d6d8121f6f6b0c07c1244f672217f69ecbab84602af277b7b1,3070f8f8f8f87070,4200_right,eyepacs,data/raw/eyepacs/data/4200_right.jpeg,data/processed/images/eyepacs/eyepacs__aecda64eadb02e4a.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__965cfcca0457b6e5,37745_right,eyepacs,acfab1e2792876e323af647d26b4fdd96837aa8411bd477676438aec3af38c06,3070f8f8f8f87070,37745_right,eyepacs,data/raw/eyepacs/data/37745_right.jpeg,data/processed/images/eyepacs/eyepacs__965cfcca0457b6e5.jpg,validation,not_reviewed,do_not_remove_automatically
eyepacs__6dffe91105f82ee7,18991_right,eyepacs,cedba85533eb6289374acb6bf9a2217b89f6664da7de1dfce2700ef44938c9dd,3070f8f8f8f87070,18991_right,eyepacs,data/raw/eyepacs/data/18991_right.jpeg,data/processed/images/eyepacs/eyepacs__6dffe91105f82ee7.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__205f380e72ebdda9,26293_right,eyepacs,160ba96c98fe1cf511aa017deea67491c7959b4d9dddfdf3127fd914db9d6150,3070f8f8f8f87070,26293_right,eyepacs,data/raw/eyepacs/data/26293_right.jpeg,data/processed/images/eyepacs/eyepacs__205f380e72ebdda9.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__38cddd0e0ea49414,25650_right,eyepacs,bf988c3bcb57ca17a3efaf76ca49f271fcfc1e35f7e84082e7853cfef625ea0b,3070f8f8f8f87070,25650_right,eyepacs,data/raw/eyepacs/data/25650_right.jpeg,data/processed/images/eyepacs/eyepacs__38cddd0e0ea49414.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__1313963910ed2d6a,190_right,eyepacs,2ba28646dbc512a64e54a40750248971b77045daf4df03b37a15fbe2c0eb2b4e,3070f8f8f8f87070,190_right,eyepacs,data/raw/eyepacs/data/190_right.jpeg,data/processed/images/eyepacs/eyepacs__1313963910ed2d6a.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__7be215dff42a4170,18235_right,eyepacs,006e9dcd3131ee7244bdf0108a7dd79739ab7cc26578562dbd3dcd377dcec609,3070f8f8f8f87070,18235_right,eyepacs,data/raw/eyepacs/data/18235_right.jpeg,data/processed/images/eyepacs/eyepacs__7be215dff42a4170.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__8ed79835ee5dabe4,15053_right,eyepacs,2561cc343ad4b07edc58290584a068a5e050d0cfd9b05b75dedfa6fda1fe7189,3070f8f8f8f87070,15053_right,eyepacs,data/raw/eyepacs/data/15053_right.jpeg,data/processed/images/eyepacs/eyepacs__8ed79835ee5dabe4.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__23ed497a08c8b352,18227_right,eyepacs,44988a118680f80ac8a19354edbcc04df03e19124a5a4e2837f9ddf505454802,3070f8f8f8f87070,18227_right,eyepacs,data/raw/eyepacs/data/18227_right.jpeg,data/processed/images/eyepacs/eyepacs__23ed497a08c8b352.jpg,validation,not_reviewed,do_not_remove_automatically
eyepacs__0feb1cb5fba59f21,28419_right,eyepacs,0626d5fa8d0224c69bb31aaf726c15f1025424d20747c5469d99d884ab9cbe5a,3070f8f8f8f87070,28419_right,eyepacs,data/raw/eyepacs/data/28419_right.jpeg,data/processed/images/eyepacs/eyepacs__0feb1cb5fba59f21.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__c1c67d03fee3f6b7,14904_right,eyepacs,c8c9d30a12f34572afb8a784f314a040272dc4a0f36d00a56537f32c134446b6,3070f8f8f8f87070,14904_right,eyepacs,data/raw/eyepacs/data/14904_right.jpeg,data/processed/images/eyepacs/eyepacs__c1c67d03fee3f6b7.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__e585a89cc3a831af,14595_right,eyepacs,f9fc061b1cbc67e4ee6cdf2991279dbe0f4764d94b5cff9a5dfc387b591e1659,3070f8f8f8f87070,14595_right,eyepacs,data/raw/eyepacs/data/14595_right.jpeg,data/processed/images/eyepacs/eyepacs__e585a89cc3a831af.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__5f43e3ff89ea14cd,43138_right,eyepacs,451206f6b306d23c07925e2cd13fe60b3e869759f6be09bddbb39bcd762ea73f,3070f8f8f8f87070,43138_right,eyepacs,data/raw/eyepacs/data/43138_right.jpeg,data/processed/images/eyepacs/eyepacs__5f43e3ff89ea14cd.jpg,validation,not_reviewed,do_not_remove_automatically
eyepacs__5d1fbd9d7c090c50,7292_right,eyepacs,28b7d39ba14204271949d84ab01f0b8d347633881295906732b8da9ec1afd851,3070f8f8f8f87070,7292_right,eyepacs,data/raw/eyepacs/data/7292_right.jpeg,data/processed/images/eyepacs/eyepacs__5d1fbd9d7c090c50.jpg,validation,not_reviewed,do_not_remove_automatically
eyepacs__b0234c6ce36896d3,17387_right,eyepacs,db44599794c69d7ca34174acc38d66eda79d649317578eb26ddc2e7843cc1489,3070f8f8f8f87070,17387_right,eyepacs,data/raw/eyepacs/data/17387_right.jpeg,data/processed/images/eyepacs/eyepacs__b0234c6ce36896d3.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__da9430816c505c58,27518_right,eyepacs,6bc43af3bad7a9a211465a1a49ebc2cda9aef666e9b6db92feefc6c8c28cc521,3070f8f8f8f87070,27518_right,eyepacs,data/raw/eyepacs/data/27518_right.jpeg,data/processed/images/eyepacs/eyepacs__da9430816c505c58.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__75f924af744578af,41199_right,eyepacs,30b1f7ce8d8c42c4d3ac3e993f115ec2acf335e6e082449c4c4b60d9f9863b5b,3070f8f8f8f87070,41199_right,eyepacs,data/raw/eyepacs/data/41199_right.jpeg,data/processed/images/eyepacs/eyepacs__75f924af744578af.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__ee5023147dc04229,43264_right,eyepacs,8f5896c890c08f08980355164db09a7e04a5bd0c493ea0b97b5e9581b62ab04e,3070f8f8f8f87070,43264_right,eyepacs,data/raw/eyepacs/data/43264_right.jpeg,data/processed/images/eyepacs/eyepacs__ee5023147dc04229.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__e7a7b2d12d01b49a,1972_right,eyepacs,6e6b59306b74687311326c171cc87507e74f184db9cbbb3620604f7bfdc0bc0e,3070f8f8f8f87070,1972_right,eyepacs,data/raw/eyepacs/data/1972_right.jpeg,data/processed/images/eyepacs/eyepacs__e7a7b2d12d01b49a.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__c3598549e843d309,7554_right,eyepacs,cd9d458f3b8559da79baf34af67326b71aca20c918f4600e8bb91d3d35237b0d,3070f8f8f8f87070,7554_right,eyepacs,data/raw/eyepacs/data/7554_right.jpeg,data/processed/images/eyepacs/eyepacs__c3598549e843d309.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__2933f07d53f5a5ee,1640_right,eyepacs,704891349b5bd61b99406f46a34347a55963f33f1feb6a4622c8e8384f05206e,3070f8f8f8f87070,1640_right,eyepacs,data/raw/eyepacs/data/1640_right.jpeg,data/processed/images/eyepacs/eyepacs__2933f07d53f5a5ee.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__23c61d0d15234004,5538_right,eyepacs,5834907a343d96ac694a6bffd81478dc883b6ec771cf715a1720d8e931cbd1c3,3070f8f8f8f87070,5538_right,eyepacs,data/raw/eyepacs/data/5538_right.jpeg,data/processed/images/eyepacs/eyepacs__23c61d0d15234004.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__60914728c69c57c7,25937_right,eyepacs,13b2fc0f55ed4b8c271a9704978aa25357fb48d9977343967fe7224ab0c36a14,3070f8f8f8f87070,25937_right,eyepacs,data/raw/eyepacs/data/25937_right.jpeg,data/processed/images/eyepacs/eyepacs__60914728c69c57c7.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__7fe560d34d177594,8593_right,eyepacs,37bb543230b7121f1cfdb203237c74dbd602d6976c071068ab70b7bdf53c9612,3070f8f8f8f87070,8593_right,eyepacs,data/raw/eyepacs/data/8593_right.jpeg,data/processed/images/eyepacs/eyepacs__7fe560d34d177594.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__6f2984c63e1172bf,24862_right,eyepacs,f7417b0a6473b3279e422e003049641a7761b962991dfce112e72a4ed1344a96,3070f8f8f8f87070,24862_right,eyepacs,data/raw/eyepacs/data/24862_right.jpeg,data/processed/images/eyepacs/eyepacs__6f2984c63e1172bf.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__7c65481a39926043,18365_right,eyepacs,9d36143a19dac2e434c677e855e3df0c256e92e057711f2bc47e04d0f9f2a2c1,3070f8f8f8f87070,18365_right,eyepacs,data/raw/eyepacs/data/18365_right.jpeg,data/processed/images/eyepacs/eyepacs__7c65481a39926043.jpg,validation,not_reviewed,do_not_remove_automatically
eyepacs__88fbaeaa5b3f18d7,15502_right,eyepacs,f341c50da701b221a3a7f41b95a8825625b895e8931edcc8d89271acffce97a6,3070f8f8f8f87070,15502_right,eyepacs,data/raw/eyepacs/data/15502_right.jpeg,data/processed/images/eyepacs/eyepacs__88fbaeaa5b3f18d7.jpg,validation,not_reviewed,do_not_remove_automatically
eyepacs__21c6f2618a32ddf9,18667_right,eyepacs,28bf8a81aa0fa327e50098edcd2cef0c70ae60b499cc551002939c9af77e381a,3070f8f8f8f87070,18667_right,eyepacs,data/raw/eyepacs/data/18667_right.jpeg,data/processed/images/eyepacs/eyepacs__21c6f2618a32ddf9.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__f066a61a4e373f8b,19202_right,eyepacs,318dff580209611b6f3315555d50edee3a1714d61e9bd4e2f9ed6e2dd5848c98,3070f8f8f8f87070,19202_right,eyepacs,data/raw/eyepacs/data/19202_right.jpeg,data/processed/images/eyepacs/eyepacs__f066a61a4e373f8b.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__379ff436cc3b332b,29771_right,eyepacs,c13a916cf9b78d6d3fde5bf03aaf9e2fff73c4e68726ef3fcf26cdd3113bfa31,3070f8f8f8f87070,29771_right,eyepacs,data/raw/eyepacs/data/29771_right.jpeg,data/processed/images/eyepacs/eyepacs__379ff436cc3b332b.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__2956624d4c550b8e,17936_right,eyepacs,a5c70e18e21fdfe5c656d33e44a1acad89b54bd02cff4f6c712451a6b8c75a63,3070f8f8f8f87070,17936_right,eyepacs,data/raw/eyepacs/data/17936_right.jpeg,data/processed/images/eyepacs/eyepacs__2956624d4c550b8e.jpg,validation,not_reviewed,do_not_remove_automatically
eyepacs__9b1c938ef4204efe,19813_left,eyepacs,7a57d2f54dbdb589021bc881d46e711eead9fe537dde270dddfc059ec4c1ecaa,3070f8f8f8f87070,19813_left,eyepacs,data/raw/eyepacs/data/19813_left.jpeg,data/processed/images/eyepacs/eyepacs__9b1c938ef4204efe.jpg,validation,not_reviewed,do_not_remove_automatically
eyepacs__f885d63a6ae9c08d,7786_right,eyepacs,9e40c3d2d399efa4c2ee1d7149944edc6864522d71188b0029a8990f0b53ab51,3070f8f8f8f87070,7786_right,eyepacs,data/raw/eyepacs/data/7786_right.jpeg,data/processed/images/eyepacs/eyepacs__f885d63a6ae9c08d.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__fb4a49d312044e9e,18011_right,eyepacs,e7ac7d8c76215944408aa1b3c7b5db7d72f39ae6d262ada59911f68cde6cfa5a,3070f8f8f8f87070,18011_right,eyepacs,data/raw/eyepacs/data/18011_right.jpeg,data/processed/images/eyepacs/eyepacs__fb4a49d312044e9e.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__d5f50ca54ed4c9d3,37207_right,eyepacs,bcdfb2a9465dbc984647d41d6f117a878c1c4ab327785efae44ec5e0242e8a10,3070f8f8f8f87070,37207_right,eyepacs,data/raw/eyepacs/data/37207_right.jpeg,data/processed/images/eyepacs/eyepacs__d5f50ca54ed4c9d3.jpg,validation,not_reviewed,do_not_remove_automatically
eyepacs__02c3c3947db29c3c,865_right,eyepacs,9145f3035210819f449c8d6a77da6ed7aa39f6e3722211b97884d215a5e70cb9,3070f8f8f8f87070,865_right,eyepacs,data/raw/eyepacs/data/865_right.jpeg,data/processed/images/eyepacs/eyepacs__02c3c3947db29c3c.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__d72e60368c278cb4,2794_right,eyepacs,b55ff96d53b8f7d3c46d5d727e91b2c52a410c5e8a02a48cd704cd282adc81e0,3070f8f8f8f87070,2794_right,eyepacs,data/raw/eyepacs/data/2794_right.jpeg,data/processed/images/eyepacs/eyepacs__d72e60368c278cb4.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__beb618a7ef256a30,16658_right,eyepacs,3c5b670a978e29f626250644a674e0510fe99f9fbf8a0ea96011a0c6ab54022b,3070f8f8f8f87070,16658_right,eyepacs,data/raw/eyepacs/data/16658_right.jpeg,data/processed/images/eyepacs/eyepacs__beb618a7ef256a30.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__22deda34bf704ff4,26941_right,eyepacs,1b655c352266678ae941ca9a89f7b3d5939ba9c68611ba824a64baaa7b7635cf,3070f8f8f8f87070,26941_right,eyepacs,data/raw/eyepacs/data/26941_right.jpeg,data/processed/images/eyepacs/eyepacs__22deda34bf704ff4.jpg,validation,not_reviewed,do_not_remove_automatically
eyepacs__36aa8eef5e2f0a29,29565_right,eyepacs,8e0e342c60d20c3eb4fecadfbd3a804d8d964845ab821c22a08d118cef2a6987,3070f8f8f8f87070,29565_right,eyepacs,data/raw/eyepacs/data/29565_right.jpeg,data/processed/images/eyepacs/eyepacs__36aa8eef5e2f0a29.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__2063574a10934cd9,17806_right,eyepacs,b5ad8b820c16f8883c133cc6f82466781624d96b7ea5c99288e54fc5f851a189,3070f8f8f8f87070,17806_right,eyepacs,data/raw/eyepacs/data/17806_right.jpeg,data/processed/images/eyepacs/eyepacs__2063574a10934cd9.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__00d7c4d1179cc6f3,28811_right,eyepacs,59573c020892d8b7a31a814bdce494cf9a30c39bd041b4c5060fe5c2e5faa8f2,3070f8f8f8f87070,28811_right,eyepacs,data/raw/eyepacs/data/28811_right.jpeg,data/processed/images/eyepacs/eyepacs__00d7c4d1179cc6f3.jpg,validation,not_reviewed,do_not_remove_automatically
eyepacs__334f2eb49d19c4dc,29612_right,eyepacs,78875398c04e3a2901e1922a8600885d0d39d481e487c99e60e69101e6751d5d,3070f8f8f8f87070,29612_right,eyepacs,data/raw/eyepacs/data/29612_right.jpeg,data/processed/images/eyepacs/eyepacs__334f2eb49d19c4dc.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__e3a57e34d895f694,27910_right,eyepacs,5902c3ece55f187f8f98ff7bcf5f7f0b387ff93daea67bd5df1e2c37cd8498ef,3070f8f8f8f87070,27910_right,eyepacs,data/raw/eyepacs/data/27910_right.jpeg,data/processed/images/eyepacs/eyepacs__e3a57e34d895f694.jpg,validation,not_reviewed,do_not_remove_automatically
eyepacs__b320b3e6260d54ce,38827_right,eyepacs,cc3ded56084d8553491bca7ba77a006e95b7948dea54e87f956ddd19890bb180,3070f8f8f8f87070,38827_right,eyepacs,data/raw/eyepacs/data/38827_right.jpeg,data/processed/images/eyepacs/eyepacs__b320b3e6260d54ce.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__b3f9a86ae506cafb,25895_right,eyepacs,38bc7bdb17689af641fe08350fe751ee9124e34d5e8f200812234a9a185e5acc,3070f8f8f8f87070,25895_right,eyepacs,data/raw/eyepacs/data/25895_right.jpeg,data/processed/images/eyepacs/eyepacs__b3f9a86ae506cafb.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__c9fe91501550f527,15544_right,eyepacs,8d4bc84da3c7a0976494f1d5808acdb99a3e694d465b4ae20b9a4a8bc03e8cee,3070f8f8f8f87070,15544_right,eyepacs,data/raw/eyepacs/data/15544_right.jpeg,data/processed/images/eyepacs/eyepacs__c9fe91501550f527.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__5e8ae2fa1ad1083c,264_right,eyepacs,c9e18053b0ced4df23a46e1ca3139b18b0a36215a2fec9dcc927948483337d3e,3070f8f8f8f87070,264_right,eyepacs,data/raw/eyepacs/data/264_right.jpeg,data/processed/images/eyepacs/eyepacs__5e8ae2fa1ad1083c.jpg,validation,not_reviewed,do_not_remove_automatically
eyepacs__c94e3e22aff4a4fd,28823_right,eyepacs,7e4a3a2588a1297ea40f0d027b1b0b8d7f8f3fb5f7f799f023bd41ef5a51bf8b,3070f8f8f8f87070,28823_right,eyepacs,data/raw/eyepacs/data/28823_right.jpeg,data/processed/images/eyepacs/eyepacs__c94e3e22aff4a4fd.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__ac170823cd3b8a78,16813_right,eyepacs,7c1947c34a77056d1456c0c763d7a4af14c07830849b603edaac9da49d4b14c5,3070f8f8f8f87070,16813_right,eyepacs,data/raw/eyepacs/data/16813_right.jpeg,data/processed/images/eyepacs/eyepacs__ac170823cd3b8a78.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__c192aecbb0d1c450,38104_right,eyepacs,f6853855b529cfd7495f8d0e37be7df091ef4ff3ee45052a058a01c06d23f242,3070f8f8f8f87070,38104_right,eyepacs,data/raw/eyepacs/data/38104_right.jpeg,data/processed/images/eyepacs/eyepacs__c192aecbb0d1c450.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__045ebef46b21329c,18618_right,eyepacs,5b20a5c13e863d4ed26549385f6ac61dd69f62e25e8668bb179f2e11f16716f7,3070f8f8f8f87070,18618_right,eyepacs,data/raw/eyepacs/data/18618_right.jpeg,data/processed/images/eyepacs/eyepacs__045ebef46b21329c.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__09c648160f8bfceb,489_left,eyepacs,5e5e03d9b23634829d8ab4e24319aca6f819e583ec726c1087dc5c50b7e0020b,7060e0e0e0e06070,489_left,eyepacs,data/raw/eyepacs/data/489_left.jpeg,data/processed/images/eyepacs/eyepacs__09c648160f8bfceb.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__ff74fac650ec2bae,40624_left,eyepacs,3cccfb4cbb9f42102992835222e58aad24f5876d2c1b1d50776669bad7c7f0c5,7060e0e0e0e06070,40624_left,eyepacs,data/raw/eyepacs/data/40624_left.jpeg,data/processed/images/eyepacs/eyepacs__ff74fac650ec2bae.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__e3c8d1ccd88a9342,36085_left,eyepacs,871c096cc44d90331250627127567e3a08ff3d586ff40ba510e932582997b127,7060e0e0e0e06070,36085_left,eyepacs,data/raw/eyepacs/data/36085_left.jpeg,data/processed/images/eyepacs/eyepacs__e3c8d1ccd88a9342.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__2bdb4350be337e1e,360_left,eyepacs,a142c187e5dd3aa5504830ff06abeefc9b07137c3cbea98d84a2e0bc33805cba,7060e0e0e0e06070,360_left,eyepacs,data/raw/eyepacs/data/360_left.jpeg,data/processed/images/eyepacs/eyepacs__2bdb4350be337e1e.jpg,validation,not_reviewed,do_not_remove_automatically
eyepacs__c300c404758440eb,10833_left,eyepacs,96609a6bbcefb50c34f7636b23a9c9888e4d9c1bc86d217eea88979728bfa181,7060e0e0e0e06070,10833_left,eyepacs,data/raw/eyepacs/data/10833_left.jpeg,data/processed/images/eyepacs/eyepacs__c300c404758440eb.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__0b26800c3d715b64,37645_left,eyepacs,35464e34810c8d8b1592e8070f082bea6685807fd7e5146d47d66274d0788385,7060e0e0e0e06070,37645_left,eyepacs,data/raw/eyepacs/data/37645_left.jpeg,data/processed/images/eyepacs/eyepacs__0b26800c3d715b64.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__b910e7b7ff3bc26c,19206_left,eyepacs,639a17cefb24a634bda54c9feb146c3e2a47bbe1eeaa979fb28bf4f205391d50,7060e0e0e0e06070,19206_left,eyepacs,data/raw/eyepacs/data/19206_left.jpeg,data/processed/images/eyepacs/eyepacs__b910e7b7ff3bc26c.jpg,validation,not_reviewed,do_not_remove_automatically
eyepacs__a212f1301756bf0b,35371_left,eyepacs,62f5d765c3bdce92b8bdf33456e7955980fd8df816edc6ad3026f166a6e96d62,7060e0e0e0e06070,35371_left,eyepacs,data/raw/eyepacs/data/35371_left.jpeg,data/processed/images/eyepacs/eyepacs__a212f1301756bf0b.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__ef2e94143962b75d,35378_left,eyepacs,56528e1e28fd8738513bd81e8d6d1dce1e2f17ab06c306a734a38a15107913ab,7060e0e0e0e06070,35378_left,eyepacs,data/raw/eyepacs/data/35378_left.jpeg,data/processed/images/eyepacs/eyepacs__ef2e94143962b75d.jpg,train,not_reviewed,do_not_remove_automatically
